timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2017-12-22T00:00:00.000Z";"2017-12-22T23:59:59.999Z";"2017-12-22T00:14:16.000Z";"2017-12-22T14:29:15.000Z";"2781";15898;15943.400390625;11833;13831.7998046875;22197999616;231788283457;16757637;"2017-12-22T23:59:59.999Z"
"2017-12-21T00:00:00.000Z";"2017-12-21T23:59:59.999Z";"2017-12-21T07:24:16.000Z";"2017-12-21T19:24:15.000Z";"2781";16642.400390625;17567.69921875;15342.7001953125;15802.900390625;16516599808;264788651530;16755700;"2017-12-21T23:59:59.999Z"
"2017-12-20T00:00:00.000Z";"2017-12-20T23:59:59.999Z";"2017-12-20T12:59:16.000Z";"2017-12-20T22:24:15.000Z";"2781";17760.30078125;17934.69921875;16077.7001953125;16624.599609375;22149699584;278528964015;16754025;"2017-12-20T23:59:59.999Z"
"2017-12-19T00:00:00.000Z";"2017-12-19T23:59:59.999Z";"2017-12-19T04:14:16.000Z";"2017-12-19T22:04:15.000Z";"2781";19118.30078125;19177.80078125;17275.400390625;17776.69921875;16894499840;297801055828;16752325;"2017-12-19T23:59:59.999Z"
"2017-12-18T00:00:00.000Z";"2017-12-18T23:59:59.999Z";"2017-12-18T12:09:15.000Z";"2017-12-18T01:34:14.000Z";"2781";19106.400390625;19371;18355.900390625;19114.19921875;14839499776;320174318520;16750600;"2017-12-18T23:59:59.999Z"
"2017-12-17T00:00:00.000Z";"2017-12-17T23:59:59.999Z";"2017-12-17T12:19:14.000Z";"2017-12-17T19:44:13.000Z";"2781";19475.80078125;20089;18974.099609375;19140.80078125;13314599936;320576568850;16748337;"2017-12-17T23:59:59.999Z"
"2017-12-16T00:00:00.000Z";"2017-12-16T23:59:59.999Z";"2017-12-16T23:24:14.000Z";"2017-12-16T03:59:13.000Z";"2781";17760.30078125;19716.69921875;17515.30078125;19497.400390625;12740599808;326502485530;16745950;"2017-12-16T23:59:59.999Z"
"2017-12-15T00:00:00.000Z";"2017-12-15T23:59:59.999Z";"2017-12-15T12:14:14.000Z";"2017-12-15T00:04:13.000Z";"2781";16601.30078125;18154.099609375;16601.30078125;17706.900390625;14309999616;296482120238;16743875;"2017-12-15T23:59:59.999Z"
"2017-12-14T00:00:00.000Z";"2017-12-14T23:59:59.999Z";"2017-12-14T08:24:13.000Z";"2017-12-14T03:39:15.000Z";"2781";16384.599609375;17085.80078125;16185.900390625;16564;13777399808;277310347000;16741750;"2017-12-14T23:59:59.999Z"
"2017-12-13T00:00:00.000Z";"2017-12-13T23:59:59.999Z";"2017-12-13T01:04:16.000Z";"2017-12-13T18:39:14.000Z";"2781";17500;17653.099609375;16039.7001953125;16408.19921875;12976900096;274663619978;16739412;"2017-12-13T23:59:59.999Z"
"2017-12-12T00:00:00.000Z";"2017-12-12T23:59:59.999Z";"2017-12-12T18:29:15.000Z";"2017-12-12T05:09:14.000Z";"2781";16919.80078125;17781.80078125;16571.599609375;17415.400390625;14603799552;291483935710;16737137;"2017-12-12T23:59:59.999Z"
"2017-12-11T00:00:00.000Z";"2017-12-11T23:59:59.999Z";"2017-12-11T20:39:14.000Z";"2017-12-11T00:09:14.000Z";"2781";15427.400390625;17513.900390625;15404.7998046875;16936.80078125;12153900032;283439888520;16735150;"2017-12-11T23:59:59.999Z"
"2017-12-10T00:00:00.000Z";"2017-12-10T23:59:59.999Z";"2017-12-10T14:34:12.000Z";"2017-12-10T04:04:13.000Z";"2781";15168.400390625;15850.599609375;13226.599609375;15455.400390625;13433299968;258615393665;16733012;"2017-12-10T23:59:59.999Z"
"2017-12-09T00:00:00.000Z";"2017-12-09T23:59:59.999Z";"2017-12-09T00:29:13.000Z";"2017-12-09T17:54:13.000Z";"2781";16523.30078125;16783;13674.900390625;15178.2001953125;13911300096;253946084745;16730975;"2017-12-09T23:59:59.999Z"
"2017-12-08T00:00:00.000Z";"2017-12-08T23:59:59.999Z";"2017-12-08T01:54:13.000Z";"2017-12-08T11:34:14.000Z";"2781";17802.900390625;18353.400390625;14336.900390625;16569.400390625;21135998976;277185764485;16728775;"2017-12-08T23:59:59.999Z"
"2017-12-07T00:00:00.000Z";"2017-12-07T23:59:59.999Z";"2017-12-07T23:59:14.000Z";"2017-12-07T02:29:14.000Z";"2781";14266.099609375;17899.69921875;14057.2998046875;17899.69921875;17950699520;299405364249;16726837;"2017-12-07T23:59:59.999Z"
"2017-12-06T00:00:00.000Z";"2017-12-06T23:59:59.999Z";"2017-12-06T22:59:11.000Z";"2017-12-06T00:04:12.000Z";"2781";11923.400390625;14369.099609375;11923.400390625;14291.5;12656300032;239024437136;16724937;"2017-12-06T23:59:59.999Z"
"2017-12-05T00:00:00.000Z";"2017-12-05T23:59:59.999Z";"2017-12-05T13:49:12.000Z";"2017-12-05T04:59:12.000Z";"2781";11685.7001953125;12032;11604.599609375;11916.7001953125;6895260160;199278350420;16722612;"2017-12-05T23:59:59.999Z"
"2017-12-04T00:00:00.000Z";"2017-12-04T23:59:59.999Z";"2017-12-04T23:59:13.000Z";"2017-12-04T13:19:12.000Z";"2781";11315.400390625;11657.2001953125;11081.7998046875;11657.2001953125;6132409856;194912755450;16720375;"2017-12-04T23:59:59.999Z"
"2017-12-03T00:00:00.000Z";"2017-12-03T23:59:59.999Z";"2017-12-03T20:24:12.000Z";"2017-12-03T22:14:13.000Z";"2781";11082.7001953125;11858.7001953125;10862;11323.2001953125;6608309760;189302389920;16718100;"2017-12-03T23:59:59.999Z"
"2017-12-02T00:00:00.000Z";"2017-12-02T23:59:59.999Z";"2017-12-02T10:19:13.000Z";"2017-12-02T15:59:13.000Z";"2781";10978.2998046875;11320.2001953125;10905.099609375;11074.599609375;5138500096;185122039035;16715912;"2017-12-02T23:59:59.999Z"
"2017-12-01T00:00:00.000Z";"2017-12-01T23:59:59.999Z";"2017-12-01T03:04:13.000Z";"2017-12-01T05:19:14.000Z";"2781";10198.599609375;11046.7001953125;9694.650390625;10975.599609375;6783119872;183444663767;16713862;"2017-12-01T23:59:59.999Z"
"2017-11-30T00:00:00.000Z";"2017-11-30T23:59:59.999Z";"2017-11-30T12:44:13.000Z";"2017-11-30T19:59:14.000Z";"2781";9906.7900390625;10801;9202.0498046875;10233.599609375;8310689792;171020085600;16711625;"2017-11-30T23:59:59.999Z"
"2017-11-29T00:00:00.000Z";"2017-11-29T23:59:59.999Z";"2017-11-29T23:24:14.000Z";"2017-11-29T19:34:13.000Z";"2781";10077.400390625;11517.400390625;9601.0302734375;9888.6103515625;11568799744;165233728795;16709500;"2017-11-29T23:59:59.999Z"
"2017-11-28T00:00:00.000Z";"2017-11-28T23:59:59.999Z";"2017-11-28T13:34:12.000Z";"2017-11-28T15:49:14.000Z";"2781";9823.4296875;10125.7001953125;9736.2998046875;10058.7998046875;6348819968;168056012886;16707362;"2017-11-28T23:59:59.999Z"
"2017-11-27T00:00:00.000Z";"2017-11-27T23:59:59.999Z";"2017-11-27T23:59:13.000Z";"2017-11-27T00:04:12.000Z";"2781";9352.7197265625;9818.349609375;9352.7197265625;9818.349609375;5653320192;164019464090;16705400;"2017-11-27T23:59:59.999Z"
"2017-11-26T00:00:00.000Z";"2017-11-26T23:59:59.999Z";"2017-11-26T18:59:12.000Z";"2017-11-26T00:19:12.000Z";"2781";8789.0400390625;9522.9296875;8775.58984375;9330.5498046875;5475579904;155850742551;16703275;"2017-11-26T23:59:59.999Z"
"2017-11-25T00:00:00.000Z";"2017-11-25T23:59:59.999Z";"2017-11-25T23:59:13.000Z";"2017-11-25T02:49:12.000Z";"2781";8241.7099609375;8790.919921875;8191.1499023438;8790.919921875;4342060032;146820557006;16701387;"2017-11-25T23:59:59.999Z"
"2017-11-24T00:00:00.000Z";"2017-11-24T23:59:59.999Z";"2017-11-24T08:14:14.000Z";"2017-11-24T01:49:13.000Z";"2781";8074.0200195313;8374.16015625;7940.9301757813;8253.6904296875;5058610176;137831976173;16699437;"2017-11-24T23:59:59.999Z"
"2017-11-23T00:00:00.000Z";"2017-11-23T23:59:59.999Z";"2017-11-23T00:34:12.000Z";"2017-11-23T23:59:13.000Z";"2781";8232.3798828125;8267.400390625;8038.7700195313;8038.7700195313;4225179904;134227860479;16697562;"2017-11-23T23:59:59.999Z"
"2017-11-22T00:00:00.000Z";"2017-11-22T23:59:59.999Z";"2017-11-22T11:19:17.000Z";"2017-11-22T01:19:17.000Z";"2781";8077.9501953125;8302.259765625;8075.4702148438;8253.5498046875;3633530112;137797862084;16695587;"2017-11-22T23:59:59.999Z"
"2017-11-21T00:00:00.000Z";"2017-11-21T23:59:59.999Z";"2017-11-21T15:34:12.000Z";"2017-11-21T04:59:11.000Z";"2781";8205.740234375;8348.66015625;7762.7099609375;8071.259765625;4277609984;134739693480;16693762;"2017-11-21T23:59:59.999Z"
"2017-11-20T00:00:00.000Z";"2017-11-20T23:59:59.999Z";"2017-11-20T22:59:12.000Z";"2017-11-20T03:54:13.000Z";"2781";8039.0698242188;8336.8603515625;7949.3598632813;8200.6396484375;3488450048;136881802624;16691600;"2017-11-20T23:59:59.999Z"
"2017-11-19T00:00:00.000Z";"2017-11-19T23:59:59.999Z";"2017-11-19T20:19:12.000Z";"2017-11-19T07:29:12.000Z";"2781";7766.0297851563;8101.91015625;7694.1000976563;8036.490234375;3149319936;134124196206;16689400;"2017-11-19T23:59:59.999Z"
"2017-11-18T00:00:00.000Z";"2017-11-18T23:59:59.999Z";"2017-11-18T21:39:11.000Z";"2017-11-18T02:49:12.000Z";"2781";7697.2099609375;7884.990234375;7463.4399414063;7790.1499023438;3667190016;129997247838;16687387;"2017-11-18T23:59:59.999Z"
"2017-11-17T00:00:00.000Z";"2017-11-17T23:59:59.999Z";"2017-11-17T01:14:11.000Z";"2017-11-17T07:59:09.000Z";"2781";7853.5698242188;8004.58984375;7561.08984375;7708.990234375;4651670016;128621507062;16684612;"2017-11-17T23:59:59.999Z"
"2017-11-16T00:00:00.000Z";"2017-11-16T23:59:59.999Z";"2017-11-16T22:09:11.000Z";"2017-11-16T01:44:11.000Z";"2781";7323.240234375;7967.3798828125;7176.580078125;7871.6899414063;5123809792;131328418537;16683637;"2017-11-16T23:59:59.999Z"
"2017-11-15T00:00:00.000Z";"2017-11-15T23:59:59.999Z";"2017-11-15T20:39:12.000Z";"2017-11-15T00:04:12.000Z";"2781";6634.759765625;7342.25;6634.759765625;7315.5400390625;4200880128;122035826506;16681725;"2017-11-15T23:59:59.999Z"
"2017-11-14T00:00:00.000Z";"2017-11-14T23:59:59.999Z";"2017-11-14T03:52:37.000Z";"2017-11-14T13:44:11.000Z";"2781";6561.4799804688;6764.9799804688;6461.75;6635.75;3197110016;110683148744;16679825;"2017-11-14T23:59:59.999Z"
"2017-11-13T00:00:00.000Z";"2017-11-13T23:59:59.999Z";"2017-11-13T13:29:10.000Z";"2017-11-13T01:59:11.000Z";"2781";5938.25;6811.1899414063;5844.2900390625;6559.490234375;6263249920;109400650105;16678225;"2017-11-13T23:59:59.999Z"
"2017-11-12T00:00:00.000Z";"2017-11-12T23:59:59.999Z";"2017-11-12T11:19:09.000Z";"2017-11-12T06:49:10.000Z";"2781";6295.4501953125;6625.0498046875;5519.009765625;5950.0698242188;8957349888;99226193603.2;16676475;"2017-11-12T23:59:59.999Z"
"2017-11-11T00:00:00.000Z";"2017-11-11T23:59:59.999Z";"2017-11-11T01:59:13.000Z";"2017-11-11T18:59:11.000Z";"2781";6618.6098632813;6873.1499023438;6204.2202148438;6357.6000976563;4908680192;106016076151;16675487;"2017-11-11T23:59:59.999Z"
"2017-11-10T00:00:00.000Z";"2017-11-10T23:59:59.999Z";"2017-11-10T01:04:13.000Z";"2017-11-10T20:54:12.000Z";"2781";7173.7299804688;7312;6436.8701171875;6618.1401367188;5208249856;110354089394;16674487;"2017-11-10T23:59:59.999Z"
"2017-11-09T00:00:00.000Z";"2017-11-09T23:59:59.999Z";"2017-11-09T00:04:11.000Z";"2017-11-09T12:09:12.000Z";"2781";7446.830078125;7446.830078125;7101.5200195313;7143.580078125;3226249984;119104730750;16672975;"2017-11-09T23:59:59.999Z"
"2017-11-08T00:00:00.000Z";"2017-11-08T23:59:59.999Z";"2017-11-08T17:34:11.000Z";"2017-11-08T00:24:11.000Z";"2781";7141.3798828125;7776.419921875;7114.0200195313;7459.6899414063;4602200064;124360767999;16671037;"2017-11-08T23:59:59.999Z"
"2017-11-07T00:00:00.000Z";"2017-11-07T23:59:59.999Z";"2017-11-07T05:29:14.000Z";"2017-11-07T00:04:16.000Z";"2781";7023.1000976563;7253.3198242188;7023.1000976563;7144.3798828125;2326340096;119091456315;16669250;"2017-11-07T23:59:59.999Z"
"2017-11-06T00:00:00.000Z";"2017-11-06T23:59:59.999Z";"2017-11-06T12:44:14.000Z";"2017-11-06T19:34:12.000Z";"2781";7403.2202148438;7445.7700195313;7007.3100585938;7022.759765625;3111899904;117050623317;16667325;"2017-11-06T23:59:59.999Z"
"2017-11-05T00:00:00.000Z";"2017-11-05T23:59:59.999Z";"2017-11-05T13:49:10.000Z";"2017-11-05T00:44:11.000Z";"2781";7404.5200195313;7617.4799804688;7333.1899414063;7407.41015625;2380410112;123449206170;16665637;"2017-11-05T23:59:59.999Z"
"2017-11-04T00:00:00.000Z";"2017-11-04T23:59:59.999Z";"2017-11-04T20:24:11.000Z";"2017-11-04T01:29:11.000Z";"2781";7164.4799804688;7492.8598632813;7031.2797851563;7379.9501953125;2483800064;122978748805;16663900;"2017-11-04T23:59:59.999Z"
"2017-11-03T00:00:00.000Z";"2017-11-03T23:59:59.999Z";"2017-11-03T10:39:09.000Z";"2017-11-03T01:04:11.000Z";"2781";7087.5297851563;7461.2900390625;7002.9399414063;7207.759765625;3369860096;120097405359;16662237;"2017-11-03T23:59:59.999Z"
"2017-11-02T00:00:00.000Z";"2017-11-02T23:59:59.999Z";"2017-11-02T11:14:12.000Z";"2017-11-02T00:09:13.000Z";"2781";6777.7700195313;7367.330078125;6758.7202148438;7078.5;4653770240;117933380780;16660787;"2017-11-02T23:59:59.999Z"
"2017-11-01T00:00:00.000Z";"2017-11-01T23:59:59.999Z";"2017-11-01T23:59:11.000Z";"2017-11-01T04:54:11.000Z";"2781";6440.9702148438;6767.3100585938;6377.8798828125;6767.3100585938;2870320128;112735345036;16658812;"2017-11-01T23:59:59.999Z"
"2017-10-31T00:00:00.000Z";"2017-10-31T23:59:59.999Z";"2017-10-31T23:54:13.000Z";"2017-10-31T08:04:10.000Z";"2781";6132.0200195313;6470.4301757813;6103.330078125;6468.3999023438;2311379968;107743731291;16656937;"2017-10-31T23:59:59.999Z"
"2017-10-30T00:00:00.000Z";"2017-10-30T23:59:59.999Z";"2017-10-30T11:14:13.000Z";"2017-10-30T15:09:11.000Z";"2781";6114.8500976563;6214.990234375;6040.8500976563;6130.5297851563;1772150016;102105356519;16655225;"2017-10-30T23:59:59.999Z"
"2017-10-29T00:00:00.000Z";"2017-10-29T23:59:59.999Z";"2017-10-29T20:29:11.000Z";"2017-10-29T02:49:11.000Z";"2781";5754.4399414063;6255.7099609375;5724.580078125;6153.8500976563;2859040000;102482445590;16653387;"2017-10-29T23:59:59.999Z"
"2017-10-28T00:00:00.000Z";"2017-10-28T23:59:59.999Z";"2017-10-28T01:19:11.000Z";"2017-10-28T12:19:12.000Z";"2781";5787.8198242188;5876.7202148438;5689.1899414063;5753.08984375;1403920000;95797359517.6;16651462;"2017-10-28T23:59:59.999Z"
"2017-10-27T00:00:00.000Z";"2017-10-27T23:59:59.999Z";"2017-10-27T01:19:09.000Z";"2017-10-27T18:39:14.000Z";"2781";5899.740234375;5988.3901367188;5728.8198242188;5780.8999023438;1710130048;96254297360;16650400;"2017-10-27T23:59:59.999Z"
"2017-10-26T00:00:00.000Z";"2017-10-26T23:59:59.999Z";"2017-10-26T13:09:11.000Z";"2017-10-26T01:59:10.000Z";"2781";5747.9501953125;5976.7998046875;5721.2202148438;5904.830078125;1905040000;98310176011;16649112;"2017-10-26T23:59:59.999Z"
"2017-10-25T00:00:00.000Z";"2017-10-25T23:59:59.999Z";"2017-10-25T23:49:09.000Z";"2017-10-25T02:59:11.000Z";"2781";5524.6000976563;5754.330078125;5397.8798828125;5750.7998046875;1966989952;95732630219.6;16646837;"2017-10-25T23:59:59.999Z"
"2017-10-24T00:00:00.000Z";"2017-10-24T23:59:59.999Z";"2017-10-24T00:04:10.000Z";"2017-10-24T22:04:11.000Z";"2781";5935.5200195313;5935.5200195313;5504.1801757813;5526.6401367188;2735699968;91988225799.7;16644512;"2017-10-24T23:59:59.999Z"
"2017-10-23T00:00:00.000Z";"2017-10-23T23:59:59.999Z";"2017-10-23T05:34:11.000Z";"2017-10-23T15:19:11.000Z";"2781";6006;6075.58984375;5732.4702148438;5930.3198242188;2401840128;98695054084;16642450;"2017-10-23T23:59:59.999Z"
"2017-10-22T00:00:00.000Z";"2017-10-22T23:59:59.999Z";"2017-10-22T00:59:12.000Z";"2017-10-22T11:19:10.000Z";"2781";6036.66015625;6076.259765625;5792.33984375;6008.419921875;2034630016;99981911326;16640300;"2017-10-22T23:59:59.999Z"
"2017-10-21T00:00:00.000Z";"2017-10-21T23:59:59.999Z";"2017-10-21T14:29:13.000Z";"2017-10-21T17:29:11.000Z";"2781";5996.7900390625;6194.8798828125;5965.0698242188;6031.6000976563;2207099904;100353682389;16637987;"2017-10-21T23:59:59.999Z"
"2017-10-20T00:00:00.000Z";"2017-10-20T23:59:59.999Z";"2017-10-20T20:14:11.000Z";"2017-10-20T07:09:11.000Z";"2781";5708.1098632813;6060.1098632813;5627.2299804688;6011.4501953125;2354429952;100007083345;16636100;"2017-10-20T23:59:59.999Z"
"2017-10-19T00:00:00.000Z";"2017-10-19T23:59:59.999Z";"2017-10-19T22:04:10.000Z";"2017-10-19T00:49:11.000Z";"2781";5583.740234375;5744.3500976563;5531.0600585938;5708.5200195313;1780540032;94954808115;16633875;"2017-10-19T23:59:59.999Z"
"2017-10-18T00:00:00.000Z";"2017-10-18T23:59:59.999Z";"2017-10-18T00:04:11.000Z";"2017-10-18T14:19:10.000Z";"2781";5603.8198242188;5603.8198242188;5151.4399414063;5590.6899414063;2399269888;92982539105.8;16631675;"2017-10-18T23:59:59.999Z"
"2017-10-17T00:00:00.000Z";"2017-10-17T23:59:59.999Z";"2017-10-17T08:54:11.000Z";"2017-10-17T06:09:12.000Z";"2781";5741.580078125;5800.3500976563;5472.7202148438;5605.509765625;1821570048;93218297188.6;16629762;"2017-10-17T23:59:59.999Z"
"2017-10-16T00:00:00.000Z";"2017-10-16T23:59:59.999Z";"2017-10-16T11:14:12.000Z";"2017-10-16T09:19:10.000Z";"2781";5687.5698242188;5776.2299804688;5544.2099609375;5725.58984375;2008070016;95203392843;16627700;"2017-10-16T23:59:59.999Z"
"2017-10-15T00:00:00.000Z";"2017-10-15T23:59:59.999Z";"2017-10-15T02:54:20.000Z";"2017-10-15T11:59:21.000Z";"2781";5835.9599609375;5852.4799804688;5478.6098632813;5678.1899414063;1976039936;94403031754.5;16625550;"2017-10-15T23:59:59.999Z"
"2017-10-14T00:00:00.000Z";"2017-10-14T23:59:59.999Z";"2017-10-14T23:49:22.000Z";"2017-10-14T06:49:12.000Z";"2781";5643.5297851563;5837.7001953125;5591.6401367188;5831.7900390625;1669030016;96942498330.5;16623112;"2017-10-14T23:59:59.999Z"
"2017-10-13T00:00:00.000Z";"2017-10-13T23:59:59.999Z";"2017-10-13T02:44:22.000Z";"2017-10-13T01:24:23.000Z";"2781";5464.16015625;5840.2998046875;5436.8500976563;5647.2099609375;3615480064;93864253933.5;16621350;"2017-10-13T23:59:59.999Z"
"2017-10-12T00:00:00.000Z";"2017-10-12T23:59:59.999Z";"2017-10-12T23:59:23.000Z";"2017-10-12T00:44:13.000Z";"2781";4829.580078125;5446.91015625;4822;5446.91015625;2791610112;90525666971.7;16619637;"2017-10-12T23:59:59.999Z"
"2017-10-11T00:00:00.000Z";"2017-10-11T23:59:59.999Z";"2017-10-11T19:24:17.000Z";"2017-10-11T04:24:12.000Z";"2781";4789.25;4873.7299804688;4751.6298828125;4826.4799804688;1222279936;80205238020;16617750;"2017-10-11T23:59:59.999Z"
"2017-10-10T00:00:00.000Z";"2017-10-10T23:59:59.999Z";"2017-10-10T18:34:13.000Z";"2017-10-10T23:29:14.000Z";"2781";4776.2099609375;4922.169921875;4765.1000976563;4781.990234375;1597139968;79457603223.9;16616012;"2017-10-10T23:59:59.999Z"
"2017-10-09T00:00:00.000Z";"2017-10-09T23:59:59.999Z";"2017-10-09T19:54:13.000Z";"2017-10-09T07:09:15.000Z";"2781";4614.5200195313;4878.7099609375;4564.25;4772.0200195313;1968739968;79282158943.2;16613962;"2017-10-09T23:59:59.999Z"
"2017-10-08T00:00:00.000Z";"2017-10-08T23:59:59.999Z";"2017-10-08T20:29:27.000Z";"2017-10-08T04:29:27.000Z";"2781";4429.669921875;4624.1401367188;4405.6401367188;4610.4799804688;1313869952;76589293760;16612000;"2017-10-08T23:59:59.999Z"
"2017-10-07T00:00:00.000Z";"2017-10-07T23:59:59.999Z";"2017-10-07T23:34:13.000Z";"2017-10-07T11:54:15.000Z";"2781";4369.3500976563;4443.8798828125;4321.0498046875;4426.8901367188;906928000;73529314833;16609700;"2017-10-07T23:59:59.999Z"
"2017-10-06T00:00:00.000Z";"2017-10-06T23:59:59.999Z";"2017-10-06T10:14:17.000Z";"2017-10-06T00:59:14.000Z";"2781";4324.4599609375;4413.2700195313;4320.5297851563;4370.8100585938;1069939968;72589262957;16607737;"2017-10-06T23:59:59.999Z"
"2017-10-05T00:00:00.000Z";"2017-10-05T23:59:59.999Z";"2017-10-05T19:59:09.000Z";"2017-10-05T08:59:11.000Z";"2781";4229.8798828125;4362.6401367188;4164.0498046875;4328.41015625;1161769984;71876277937;16605700;"2017-10-05T23:59:59.999Z"
"2017-10-04T00:00:00.000Z";"2017-10-04T23:59:59.999Z";"2017-10-04T07:39:15.000Z";"2017-10-04T18:44:14.000Z";"2781";4319.3701171875;4352.3100585938;4210.419921875;4229.3598632813;1116770048;70225033578;16604175;"2017-10-04T23:59:59.999Z"
"2017-10-03T00:00:00.000Z";"2017-10-03T23:59:59.999Z";"2017-10-03T02:39:19.000Z";"2017-10-03T13:54:15.000Z";"2781";4408.4599609375;4432.4702148438;4258.8901367188;4317.4799804688;1288019968;71681069637;16602525;"2017-10-03T23:59:59.999Z"
"2017-10-02T00:00:00.000Z";"2017-10-02T23:59:59.999Z";"2017-10-02T10:19:21.000Z";"2017-10-02T18:14:20.000Z";"2781";4395.8100585938;4470.2299804688;4377.4599609375;4409.3198242188;1431730048;73195646775.8;16600212;"2017-10-02T23:59:59.999Z"
"2017-10-01T00:00:00.000Z";"2017-10-01T23:59:59.999Z";"2017-10-01T23:59:16.000Z";"2017-10-01T13:34:16.000Z";"2781";4341.0498046875;4403.740234375;4269.8100585938;4403.740234375;1208210048;73094870673.9;16598362;"2017-10-01T23:59:59.999Z"
"2017-09-30T00:00:00.000Z";"2017-09-30T23:59:59.999Z";"2017-09-30T20:24:18.000Z";"2017-09-30T00:24:13.000Z";"2781";4166.1098632813;4358.4301757813;4160.8598632813;4338.7099609375;1207449984;72008428789.3;16596737;"2017-09-30T23:59:59.999Z"
"2017-09-29T00:00:00.000Z";"2017-09-29T23:59:59.999Z";"2017-09-29T12:59:13.000Z";"2017-09-29T06:29:13.000Z";"2781";4171.6201171875;4214.6298828125;4039.2900390625;4163.0698242188;1367049984;69086146650;16595000;"2017-09-29T23:59:59.999Z"
"2017-09-28T00:00:00.000Z";"2017-09-28T23:59:59.999Z";"2017-09-28T09:09:16.000Z";"2017-09-28T15:39:15.000Z";"2781";4197.1298828125;4279.3100585938;4109.7001953125;4174.7299804688;1712320000;69270823145.5;16592887;"2017-09-28T23:59:59.999Z"
"2017-09-27T00:00:00.000Z";"2017-09-27T23:59:59.999Z";"2017-09-27T23:29:15.000Z";"2017-09-27T00:19:16.000Z";"2781";3892.9399414063;4210.0498046875;3884.8200683594;4200.669921875;1686880000;69691950752.2;16590675;"2017-09-27T23:59:59.999Z"
"2017-09-26T00:00:00.000Z";"2017-09-26T23:59:59.999Z";"2017-09-26T12:14:14.000Z";"2017-09-26T05:44:15.000Z";"2781";3928.4099121094;3969.8898925781;3869.8999023438;3892.3500976563;1043740032;64569365079.4;16588787;"2017-09-26T23:59:59.999Z"
"2017-09-25T00:00:00.000Z";"2017-09-25T23:59:59.999Z";"2017-09-25T16:19:16.000Z";"2017-09-25T00:04:16.000Z";"2781";3681.580078125;3950.25;3681.580078125;3926.0700683594;1374210048;65122213848.8;16587125;"2017-09-25T23:59:59.999Z"
